PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P02472,Karapakkam,1685,28-09-2011,135,2,2,4,AdjLand,No,09-10-1966,Commercial,NoSewr ,Paved,RM,2.5,2.2,3.6,2.85,578369,131448,13144750
P06924,KK Nagar,1942,17-04-2009,4,3,2,5,AbNormal,Yes,19-04-2001,Commercial,AllPub,Paved,RH,3.9,5,3.7,4.15,538506,130547,16318360
P09620,Velachery,1898,26-06-2006,153,3,2,5,Partial,Yes,28-06-1996,Others,ELO,Gravel,RL,3.8,2,2.1,2.48,376684,97209,12151100
P03930,Karapakkam,1467,11-12-2010,90,2,2,4,AbNormal,Yes,21-12-1969,House,ELO,Gravel,C,4.4,3.4,4.8,4.26,297055,108679,7245250
P00072,Anna Nagar,1714,30-12-2014,55,1,1,4,Partial,No,10-01-1972,Commercial,NoSeWa,No Access,RM,4.4,4.6,4.7,4.57,478144,239072,18390160
P02478,Chrompet,1104,26-09-2011,90,1,1,3,Partial,No,01-10-1991,House,NoSewr ,Gravel,RM,2.6,4.7,4.9,4.13,284196,66312,9473200
P04494,Karapakkam,1081,20-08-2010,62,1,1,3,Partial,Yes,24-08-1993,Commercial,ELO,Gravel,I,2.8,2.5,4.5,3.39,481188,153980,9623750
P05113,Adyar,765,28-04-2010,43,1,1,2,AbNormal,Yes,01-05-1999,House,AllPub,Gravel,RL,2.2,2.4,3.8,3.04,297685,37211,9302665
P01030,Chrompet,930,12-02-2013,56,1,1,3,AbNormal,Yes,16-02-1998,Commercial,NoSewr ,Gravel,RM,2.2,2.1,3.3,2.49,364804,40534,13511250
P01991,Adyar,698,01-01-2012,133,1,1,2,Normal Sale,No,06-01-1992,Others,AllPub,No Access,I,4.6,3,2.5,3.23,225849,5943,5943400
P07592,KK Nagar,1478,26-09-2008,172,2,1,4,AdjLand,No,29-09-1997,Others,NoSewr ,Paved,RH,5,3.3,3.7,3.97,314683,120320,9255380
P03747,Karapakkam,986,17-01-2011,107,1,1,3,AdjLand,Yes,28-01-1967,Commercial,ELO,Gravel,RL,3.4,4.8,3.5,3.86,334048,135707,10439000
P01022,Chrompet,910,19-02-2013,81,1,1,3,AdjLand,No,27-02-1984,Others,NoSeWa,No Access,RM,4.9,3,2.1,3.3,259304,100376,8364650
P03446,Karapakkam,1505,24-03-2011,175,2,2,4,Family,Yes,03-04-1970,Commercial,NoSeWa,Gravel,RL,2.2,2.6,4.5,3.24,537548,230378,12798750
P07841,Chrompet,1159,16-07-2008,120,1,1,3,Partial,No,21-07-1988,House,AllPub,Paved,RH,2.4,3.8,4.8,3.68,208655,64202,8025200
P05287,Karapakkam,873,24-03-2010,103,1,1,2,Family,Yes,01-04-1979,Others,ELO,No Access,C,4.2,4.4,2.9,3.74,148990,52867,4806125
P00621,Chrompet,1000,24-11-2013,138,1,1,3,Family,Yes,01-12-1987,Others,ELO,Paved,RL,3.4,2.8,4.2,3.4,279813,65290,9327100
P06481,Karapakkam,1554,09-08-2009,89,2,2,4,Partial,No,18-08-1973,Commercial,NoSeWa,Gravel,I,2.5,2.7,4.7,3.44,399859,118877,10807000
P03572,KK Nagar,1368,26-02-2011,144,2,1,4,AdjLand,Yes,03-03-1988,Others,NoSeWa,Paved,RM,3.8,3.7,4,3.85,505317,215028,10751420
P07192,KK Nagar,2101,25-01-2009,76,3,2,5,AdjLand,Yes,29-01-1994,House,AllPub,Paved,RM,3.6,3,4.7,3.86,458356,216446,12732100
P05488,Karapakkam,743,15-02-2010,96,1,1,2,Normal Sale,Yes,27-02-1961,Commercial,AllPub,No Access,RM,5,3.9,3.5,4.07,357326,153140,8507750
P08386,Anna Nagar,1883,21-01-2008,81,2,1,5,Family,No,29-01-1976,Commercial,NoSeWa,Paved,RH,4.8,2.7,3.9,3.915,567718,371953,19576490
P05409,Anna Nagar,1849,01-03-2010,90,2,1,5,Normal Sale,No,02-03-2005,Commercial,NoSewr ,No Access,RL,2.5,3.3,4.9,3.66,623171,261330,20102300
P03887,Karapakkam,772,21-12-2010,152,1,1,2,AbNormal,Yes,02-01-1961,Commercial,AllPub,Gravel,I,2.2,3.3,2.3,2.57,288767,93654,7804500
P06434,Karapakkam,963,19-08-2009,114,1,1,3,Normal Sale,No,26-08-1982,Commercial,AllPub,Gravel,RH,2.3,2.5,4.7,3.32,287496,179685,8984250
P07672,KK Nagar,1939,06-09-2008,105,3,2,5,Partial,No,13-09-1983,Others,AllPub,Paved,RM,4.3,3.7,3.1,3.64,494256,235895,11233080
P06222,Karapakkam,993,03-10-2009,1,1,1,3,AdjLand,Yes,14-10-1967,Others,NoSewr ,Gravel,I,4,4.6,2.6,3.62,323681,154484,7356375
P09899,Velachery,1830,18-11-2004,165,3,2,5,AdjLand,No,21-11-1994,Others,NoSewr ,Paved,RH,2.7,4.3,3.5,3.66,366122,107683,10768300
P07337,Anna Nagar,1774,16-12-2008,130,1,1,4,Normal Sale,Yes,18-12-2001,House,AllPub,Paved,RL,2.9,3.3,3.6,3.28,515042,94876,13553740
P06596,Anna Nagar,1543,18-07-2009,101,1,1,4,Partial,Yes,21-07-1996,House,NoSeWa,No Access,RM,2.3,2.3,4,2.98,450971,142412,11867660
P03304,Karapakkam,1470,17-04-2011,84,2,2,4,Family,No,27-04-1968,Commercial,NoSeWa,Gravel,I,3.5,3.7,2.1,3,383440,134722,10363250
P00280,Anna Nagar,1673,31-07-2014,39,1,1,4,Family,No,10-08-1972,Commercial,NoSewr ,No Access,RM,2,2.9,2.3,2.345,670144,126784,18111990
P02640,Anna Nagar,1779,29-08-2011,114,1,1,4,Family,Yes,01-09-1998,House,NoSeWa,No Access,RL,2.6,2.1,2.7,2.515,382934,135880,12352710
P01076,Anna Nagar,1999,11-01-2013,4,2,1,5,Normal Sale,Yes,15-01-1997,Commercial,ELO,No Access,RH,2.9,4.7,2.1,3.03,808496,361696,21276220
P07990,Chrompet,835,29-05-2008,165,1,1,3,Partial,No,04-06-1986,House,ELO,Paved,RH,3.6,2.6,4.6,3.5,193335,25778,6444500
P01090,Chrompet,1251,02-01-2013,14,2,1,4,Family,No,05-01-2004,Commercial,ELO,Paved,RL,3.3,2.7,3.5,3.12,429255,69235,13846950
P06007,KK Nagar,1996,12-11-2009,51,3,2,5,Partial,Yes,15-11-1997,Commercial,NoSeWa,Gravel,RM,2.5,3,2.8,2.77,844168,316563,17586840
P05912,Anna Nagar,1705,01-12-2009,98,1,1,4,AbNormal,No,05-12-1992,House,AllPub,Gravel,RL,3,3,2.9,2.96,337741,150107,12508940
P07842,KK Nagar,1504,16-07-2008,22,2,1,4,Partial,Yes,22-07-1986,House,AllPub,Paved,RL,4.7,3.7,4.7,4.4,461695,173136,9618640
P04892,Chrompet,713,09-06-2010,149,1,1,2,Normal Sale,No,11-06-2002,Commercial,ELO,Gravel,RL,4,3,4.1,3.63,297012,81934,10241800
P06738,KK Nagar,1618,09-06-2009,146,2,1,4,AbNormal,Yes,13-06-1992,Others,NoSeWa,Paved,RL,2.5,2.7,3.7,3.04,425052,138142,10626300
P06625,Chrompet,743,12-07-2009,153,1,1,2,AdjLand,No,15-07-1997,Commercial,NoSeWa,Paved,RH,2.5,2.2,3.5,2.68,257931,66871,9553000
P06077,Adyar,1255,28-10-2009,151,2,2,4,Normal Sale,Yes,06-11-1972,House,AllPub,No Access,RL,3,4.3,2.9,3.21,346722,59438,9906355
P05888,Velachery,1600,04-12-2009,7,2,1,4,Normal Sale,No,09-12-1988,Others,NoSewr ,No Access,RM,2.1,2.8,3.4,2.81,379937,155872,9741970
P09513,Chrompet,1031,30-10-2006,42,1,1,3,AdjLand,No,02-11-1992,Commercial,AllPub,Gravel,RH,2.9,4.8,3.9,3.96,329402,215378,12669300
P03216,Karapakkam,593,03-05-2011,124,1,1,2,Family,Yes,10-05-1983,Others,NoSeWa,Paved,RL,3.6,3.3,3.9,3.63,201651,104078,6504875
P04524,Karapakkam,1429,14-08-2010,108,2,2,4,AbNormal,Yes,22-08-1976,Commercial,AllPub,No Access,RM,3,4.3,3.4,3.55,554828,271249,12329500
P09572,Velachery,1505,25-09-2006,89,2,1,4,Family,Yes,07-10-1957,Commercial,AllPub,Paved,C,3,4.1,3.8,3.74,449581,230866,12150830
P00018,Anna Nagar,1898,10-02-2015,8,2,1,5,Partial,No,19-02-1979,House,ELO,Paved,RH,4.6,4,3,3.81,410847,171186,11412420
P02218,Chrompet,1003,13-11-2011,103,1,1,3,Partial,Yes,14-11-2004,Others,NoSewr ,Gravel,RM,4.5,2.5,3.7,3.46,292447,140808,10831360
P09775,Velachery,1902,20-08-2005,180,3,2,5,Partial,Yes,28-08-1975,Others,ELO,Gravel,A,3.9,4.5,3.5,4.05,357346,106238,9658000
P05232,Karapakkam,705,05-04-2010,158,1,1,2,AbNormal,Yes,15-04-1968,House,NoSeWa,Paved,A,3.5,4,4.9,4.21,157053,56378,4027000
P09046,Anna Nagar,1591,02-05-2007,56,1,1,4,Partial,No,03-05-2000,Commercial,NoSewr ,Gravel,RM,4.6,3.3,3,3.635,728057,191594,19159390
P07473,Velachery,1524,28-10-2008,198,2,1,4,Partial,No,08-11-1966,Commercial,ELO,Paved,RH,4.6,2.8,5,3.91,460254,133231,12111940
P04458,Karapakkam,1611,26-08-2010,106,2,2,4,Normal Sale,Yes,06-09-1965,House,AllPub,No Access,A,4.9,4.4,3,3.99,249495,115620,6085250
P03311,Karapakkam,704,15-04-2011,6,1,1,2,Normal Sale,Yes,23-04-1978,House,ELO,Gravel,RM,5,2.5,4.6,4.09,315567,177025,7696750
P07327,KK Nagar,1453,20-12-2008,125,2,1,4,Partial,Yes,24-12-1995,Others,NoSeWa,Gravel,RM,4.8,2.6,2.5,3.22,484172,198071,11003920
P01883,Velachery,1562,22-01-2012,110,2,1,4,AdjLand,Yes,29-01-1982,Others,NoSewr ,Gravel,A,4.6,4.7,2.1,3.90,311268,183099,9154950
P08391,Velachery,1671,17-01-2008,44,2,1,4,Normal Sale,No,18-01-2003,Others,ELO,Gravel,C,2.3,4.5,4.2,3.86,290549,181593,9079650
P09940,Velachery,1802,12-08-2004,72,3,2,5,AbNormal,No,21-08-1969,Others,NoSewr ,Gravel,RL,4.4,3.6,2.6,3.50,414375,207187,10904600
P08063,Adyar,961,05-05-2008,45,1,1,3,Normal Sale,Yes,10-05-1988,House,NoSeWa,Gravel,I,3.8,2.1,2.6,2.86,333329,85469,8546900
P07800,Adyar,1116,29-07-2008,0,1,1,3,AbNormal,No,31-07-2000,House,AllPub,Gravel,C,3.9,3.1,4,3.79,298694,88801,8072820
P03909,Anna Nagar,1544,17-12-2010,43,1,1,4,Partial,No,20-12-1997,Commercial,AllPub,Gravel,RM,2.7,2.2,2.4,2.455,689788,111857,18642910
P09555,Anna Nagar,1694,13-10-2006,97,1,1,4,AbNormal,No,22-10-1969,Others,ELO,Gravel,RH,2.2,2.9,4.6,3.335,416895,73570,12261610
P06879,KK Nagar,2016,30-04-2009,99,3,2,5,AbNormal,Yes,05-05-1989,Others,AllPub,Gravel,RM,4.9,2.5,4.1,3.86,415026,200819,13387920
P09554,Adyar,887,13-10-2006,7,1,1,3,AbNormal,Yes,15-10-1997,Commercial,ELO,Paved,I,2.7,2.6,3.8,3.23,388801,160095,11435335
P07069,Adyar,746,05-03-2009,36,1,1,2,AdjLand,Yes,08-03-1996,House,AllPub,Paved,RH,2.4,2.8,4.1,3.33,304337,118353,8453795
P07135,Chrompet,816,11-02-2009,6,1,1,3,Normal Sale,Yes,20-02-1974,House,NoSeWa,No Access,RL,3.2,2.3,2,2.48,191751,44250,7375050
P02907,Adyar,1197,01-07-2011,53,1,1,3,AdjLand,Yes,10-07-1973,House,NoSeWa,Paved,RL,2.7,3.3,3.4,3.17,339209,20558,10279070
P07950,KK Nagar,2180,13-06-2008,97,3,2,5,AdjLand,Yes,15-06-2000,Others,NoSeWa,Gravel,RM,2.7,4.9,4.5,4.08,557067,214256,14283760
P03776,KK Nagar,1975,13-01-2011,78,3,2,5,Partial,Yes,17-01-1993,House,NoSeWa,Paved,RH,2.2,2.8,2.9,2.66,414279,101044,10104360
P06901,Chrompet,873,23-04-2009,161,1,1,3,AbNormal,No,25-04-2003,House,ELO,No Access,RM,4.7,3.9,2.3,3.66,232947,116474,7764900
P05205,KK Nagar,1305,11-04-2010,18,1,1,3,Partial,Yes,14-04-1999,House,NoSewr ,Paved,RM,2.8,2.8,3.5,3.08,294910,114159,9513220
P08852,Adyar,601,25-07-2007,196,1,1,2,Family,Yes,01-08-1976,House,NoSewr ,Gravel,RM,2.3,2.5,3.5,2.94,285086,8639,8638965
P08651,Chrompet,937,07-10-2007,70,1,1,3,Partial,No,16-10-1971,House,NoSewr ,No Access,RH,4.5,3.7,3.2,3.79,179295,86556,6182600
P08890,Chrompet,798,04-07-2007,116,1,1,2,Partial,No,13-07-1968,House,ELO,Gravel,RM,2.1,3.3,2.7,2.76,234039,52848,7549650
P07380,KK Nagar,1884,03-12-2008,18,3,2,5,AbNormal,No,07-12-1995,House,NoSewr ,Gravel,RL,3.4,2,3.6,3.06,493475,83996,10499460
P07128,KK Nagar,1636,13-02-2009,85,2,1,4,AdjLand,No,21-02-1979,House,NoSewr ,Paved,RL,4.6,4.8,3.8,4.34,411770,224602,9358400
P04737,KK Nagar,1615,07-07-2010,10,2,1,4,Partial,No,11-07-1993,Commercial,NoSeWa,Gravel,RH,4.4,3.5,4.5,4.17,606204,303102,13178340
P05837,Karapakkam,1565,12-12-2009,152,2,2,4,AbNormal,No,20-12-1976,Others,ELO,No Access,RM,4.4,2.8,3.8,3.68,387096,193548,8415125
P06856,T Nagar,1703,05-05-2009,120,1,1,4,Partial,Yes,12-05-1982,Others,AllPub,Paved,RL,4.1,3.8,4.8,4.34,509321,96358,13765430
P04131,Velachery,1693,30-10-2010,197,2,1,4,AdjLand,No,10-11-1965,Commercial,NoSewr ,Paved,RH,2.9,3.8,3.8,3.58,484020,193608,13829150
P06196,KK Nagar,2280,07-10-2009,168,4,2,6,Family,No,14-10-1980,House,NoSewr ,Gravel,RL,3.8,2.5,4.5,3.69,465415,113516,11351580
P00638,Chrompet,1051,14-11-2013,194,1,1,3,Normal Sale,Yes,24-11-1975,Commercial,AllPub,Gravel,RL,4.3,4.7,4.8,4.61,440195,233854,13756100
P00032,Chrompet,1266,30-01-2015,50,2,1,4,Family,No,05-02-1991,Commercial,ELO,Gravel,RH,2.9,4.4,4.8,4.07,369014,54669,13667200
P04086,KK Nagar,1348,11-11-2010,58,2,1,4,Normal Sale,No,12-11-2004,House,NoSeWa,Gravel,RM,4.3,2,3,3.09,324344,228948,9539520
P01025,Chrompet,1005,16-02-2013,105,1,1,3,AbNormal,Yes,25-02-1978,Commercial,NoSeWa,Paved,RL,4,2.3,2.6,2.9,388252,187864,12524250
P08749,T Nagar,1589,03-09-2007,151,1,1,4,Family,Yes,11-09-1972,Others,ELO,Paved,RH,4.1,3.9,4.3,4.14,307274,196656,12290970
P01983,Chrompet,1182,03-01-2012,38,1,1,3,Partial,Yes,10-01-1983,Others,NoSewr ,Gravel,RH,4.6,3.7,3.9,4.03,250977,170665,10039090
P01810,Karapakkam,1273,04-02-2012,152,1,1,3,AdjLand,Yes,10-02-1988,Commercial,NoSeWa,Paved,C,4.6,4.1,5,4.61,310744,220528,10024000
P05375,KK Nagar,1596,07-03-2010,183,2,1,4,Normal Sale,No,11-03-1993,House,NoSeWa,Gravel,RL,4.3,3.5,3.3,3.66,284314,161111,9477140
P04228,KK Nagar,1676,12-10-2010,177,2,1,4,AdjLand,No,17-10-1989,House,AllPub,Paved,RM,3.3,4,2.1,3.03,317292,133058,10235220
P07084,Chrompet,1240,02-03-2009,27,2,1,4,Normal Sale,Yes,08-03-1984,Commercial,ELO,Paved,RH,3,3.6,4.1,3.57,448504,126142,14015750
P06993,Adyar,848,29-03-2009,176,1,1,3,Family,No,31-03-2002,Others,ELO,Paved,RL,5,4.2,2.9,3.79,278702,16891,8445505
P06133,Karapakkam,1464,15-10-2009,117,2,2,4,AbNormal,Yes,20-10-1990,Commercial,ELO,No Access,I,2.1,4,3.1,3.07,435840,116933,10630250
P02459,Karapakkam,1329,30-09-2011,151,1,1,3,AbNormal,No,05-10-1991,Commercial,NoSewr ,Gravel,C,2.2,4.5,3.1,3.25,392985,105435,9585000
P05087,Velachery,1842,03-05-2010,19,3,2,5,AbNormal,No,07-05-1992,Commercial,ELO,No Access,C,2.5,2.7,3.1,2.77,504272,103440,12930060
P05827,Chrompet,810,15-12-2009,1,1,1,3,Partial,No,16-12-2005,House,NoSewr ,Paved,RH,3.6,2.5,3.4,3.1,218080,68150,6815000
P08663,Velachery,1795,29-09-2007,60,2,1,4,AbNormal,No,08-10-1971,House,NoSeWa,Paved,RL,4.8,4,3.2,3.96,309419,159397,9376320
P02105,Anna Nagar,1791,10-12-2011,91,1,1,4,AbNormal,No,14-12-1992,Commercial,NoSeWa,Paved,RH,2.3,4.7,2.6,3.02,493791,303872,18991980
P09327,Adyar,611,16-01-2007,117,1,1,2,Normal Sale,No,25-01-1972,Commercial,ELO,No Access,RL,2.3,2.3,3.3,2.8,313501,16500,8250025
P08042,Adyar,1192,13-05-2008,1,1,1,3,Normal Sale,No,20-05-1982,Commercial,ELO,No Access,I,5,4.9,4.3,4.63,387689,121153,12115290
P08154,Adyar,1071,07-04-2008,57,1,1,3,Family,No,13-04-1984,Others,NoSewr ,Paved,C,3,4.9,2,2.88,243380,14750,7375160
P01370,Chrompet,1176,02-07-2012,94,1,1,3,AdjLand,No,03-07-2008,House,NoSeWa,Gravel,RH,2.8,4.3,2.7,3.37,284890,110280,9190000
P00289,Chrompet,1101,21-07-2014,95,1,1,3,AbNormal,Yes,22-07-2008,Commercial,NoSeWa,Paved,RH,4.5,3.8,4.4,4.19,359022,186159,13297100
P00756,Chrompet,1146,17-08-2013,92,1,1,3,AdjLand,Yes,24-08-1986,Others,NoSeWa,Paved,RH,4.3,3.3,3.4,3.63,255722,78684,9835470
P08566,Adyar,918,05-11-2007,83,1,1,3,AdjLand,Yes,14-11-1971,House,AllPub,Paved,A,4.6,2.9,4,3.96,274160,28119,7029740
P08091,KK Nagar,2331,30-04-2008,188,4,2,6,Partial,No,08-05-1978,Commercial,NoSeWa,Gravel,RM,2.2,2.5,2.2,2.29,909160,181832,18183200
P07684,KK Nagar,2419,03-09-2008,180,4,2,6,AdjLand,Yes,09-09-1987,Others,NoSewr ,Paved,RM,2.7,3.1,3.7,3.22,664728,317913,14450600
P06864,KK Nagar,1422,04-05-2009,9,2,1,4,Normal Sale,No,10-05-1986,Commercial,NoSewr ,Paved,RL,4.9,2.4,2.4,3.15,534346,236107,12426660
P09685,Velachery,1667,28-02-2006,146,2,1,4,Family,No,07-03-1978,Commercial,AllPub,No Access,RH,5,4.8,4.1,4.64,446113,170572,13120960
P07250,Velachery,1634,06-01-2009,50,2,1,4,Partial,No,19-01-1957,House,ELO,Gravel,A,4.5,3,4.2,3.74,244564,45051,6435890
P05886,KK Nagar,1587,05-12-2009,53,2,1,4,Partial,No,06-12-2004,Commercial,NoSeWa,Gravel,RL,3.2,4.1,2.7,3.27,688215,206465,13764300
P09295,Velachery,1641,27-01-2007,13,2,1,4,AbNormal,No,08-02-1959,Others,NoSeWa,Paved,A,3.2,3.1,3.2,3.16,232203,105547,7036460
P07005,Velachery,1673,27-03-2009,125,2,1,4,Normal Sale,Yes,06-04-1969,Others,AllPub,Gravel,RH,3.5,4.9,2,3.68,433898,141017,10847450
P05759,T Nagar,1901,27-12-2009,62,2,1,5,Partial,No,31-12-1995,Others,NoSewr ,Gravel,RL,4.9,3.4,2.9,3.625,531981,201290,14377860
P01353,Anna Nagar,1859,12-07-2012,22,2,1,5,Partial,No,20-07-1983,Others,NoSeWa,No Access,RL,2.6,4.8,3.4,3.47,441044,239424,12601250
P02524,Adyar,1034,17-09-2011,200,1,1,3,Normal Sale,No,25-09-1978,Commercial,AllPub,No Access,RL,3.1,2.1,4,3.35,412770,145684,12140295
P02151,Chrompet,832,29-11-2011,25,1,1,3,Partial,Yes,07-12-1978,House,AllPub,Gravel,RH,2.3,4.8,3.9,3.78,241661,56387,8055350
P03996,Anna Nagar,1577,28-11-2010,125,1,1,4,Normal Sale,Yes,06-12-1976,House,NoSewr ,Gravel,RM,4.6,2.6,3.2,3.54,397364,251664,13245480
P06947,T Nagar,1682,12-04-2009,119,1,1,4,AdjLand,Yes,22-04-1970,Commercial,AllPub,Paved,RL,4.5,3.3,4.4,4.155,787045,242168,20180630
P00906,Anna Nagar,1652,11-05-2013,132,1,1,4,AdjLand,No,17-05-1989,House,NoSewr ,No Access,RM,2.5,5,2.6,3.165,370420,71694,11949030
P00322,T Nagar,1793,05-07-2014,141,1,1,4,Normal Sale,Yes,08-07-2002,House,NoSewr ,Paved,RH,4.2,4.6,3.4,3.94,453748,77785,12964240
P08812,Chrompet,1116,10-08-2007,134,1,1,3,Family,Yes,20-08-1967,House,NoSeWa,Paved,RH,4.5,3.8,4.9,4.34,228971,135686,8480400
P09179,Adyar,883,07-03-2007,2,1,1,3,Partial,No,11-03-1989,Others,ELO,Paved,C,4.8,3,3.7,3.89,216844,44644,6377770
P01241,T Nagar,1589,03-10-2012,4,1,1,4,Family,No,07-10-1996,Others,NoSeWa,Paved,RM,3,3.2,4.4,3.68,516480,232416,12911990
P08293,Adyar,981,25-02-2008,23,1,1,3,Normal Sale,No,26-02-2003,Commercial,NoSewr ,No Access,RH,3.9,3.3,2.4,3.03,400221,148653,11434875
P02198,Adyar,1222,17-11-2011,27,2,2,4,AdjLand,Yes,25-11-1977,House,ELO,Paved,RH,4.1,3,2.4,3.03,315335,29563,9854210
P06339,KK Nagar,1337,11-09-2009,117,2,1,4,Normal Sale,Yes,17-09-1986,Others,AllPub,Paved,RH,2,4.6,3.6,3.42,465530,102417,9310600
P09929,Velachery,1535,04-09-2004,49,2,1,4,AdjLand,Yes,12-09-1972,Others,AllPub,Gravel,RH,4.9,3.2,2.4,3.39,335133,172972,10810740
P09621,Velachery,1538,25-06-2006,36,2,1,4,Family,Yes,05-07-1964,Commercial,AllPub,Paved,RL,4.7,2.2,3.2,3.13,551444,113117,14139590
P06319,Karapakkam,1376,14-09-2009,147,2,2,4,Normal Sale,Yes,19-09-1991,Others,NoSeWa,Paved,RM,5,4,3,3.9,394300,226723,9857500
P01446,T Nagar,1975,02-05-2012,150,2,1,5,AbNormal,No,13-05-1969,Commercial,NoSeWa,Gravel,RM,4.1,3.9,5,4.455,599398,177599,22199910
P03661,Karapakkam,786,05-02-2011,100,1,1,2,Normal Sale,No,07-02-2001,Other,NoSewr ,Gravel,RH,4.4,2,2.9,3.08,266305,84438,6495250
P04943,Karapakkam,1094,29-05-2010,157,1,1,3,Partial,No,06-06-1978,House,ELO,Paved,A,3.4,3.9,3.5,3.59,118500,75050,3950000
P06663,KK Nagar,2293,01-07-2009,83,4,2,6,AdjLand,No,07-07-1984,Others,AllPub,Paved,RL,4.6,3.4,2.3,3.32,599710,112446,12493960
P07002,Anna Nagar,1554,28-03-2009,65,1,1,4,Partial,Yes,06-04-1974,Commercial,ELO,Gravel,RM,5,3.8,2.2,3.58,631227,153025,19128100
P01061,Anna Nagar,1520,18-01-2013,166,1,1,4,Partial,No,28-01-1976,Commercial,AllPub,No Access,RH,2.3,2.9,5,3.53,504129,173294,15754040
P07541,KK Nagar,1761,10-10-2008,58,2,1,4,AdjLand,No,13-10-1999,Commercial,NoSeWa,Paved,RH,3.1,4.9,2.4,3.36,639665,341155,14214780
P01525,Karapakkam,500,24-03-2012,64,1,1,2,Family,Yes,01-04-1983,Others,ELO,Gravel,RL,3.4,2.6,2,2.6,231219,145338,6606250
P04929,Karapakkam,1500,01-06-2010,30,2,2,4,AdjLand,No,03-06-2003,Others,NoSewr ,No Access,RL,4.5,2.8,2.2,3.07,273528,85478,8547750
P06016,Karapakkam,715,09-11-2009,146,1,1,2,AbNormal,No,12-11-1997,Others,AllPub,Paved,I,2.8,2.3,4.5,3.33,224444,99173,5219625
P00186,Anna Nagar,1901,13-10-2014,89,2,1,5,AdjLand,No,15-10-2007,Others,AllPub,Gravel,RH,3.7,2.4,3.7,3.375,526328,219303,14620220
P09047,Adyar,1235,01-05-2007,140,2,2,4,AbNormal,Yes,05-05-1988,Others,ELO,Gravel,I,4,3.4,4.7,4.23,412093,31699,10566485
P00632,T Nagar,1797,20-11-2013,1,1,1,4,Family,No,23-11-2002,Commercial,NoSewr ,Paved,RM,5,4.6,3.8,4.36,783698,391849,20623620
P01593,Anna Nagar,1943,13-03-2012,171,2,1,5,AbNormal,Yes,22-03-1979,Commercial,ELO,Gravel,RM,3.9,2.4,2.1,2.805,706131,318898,22778410
P08033,Chrompet,901,15-05-2008,48,1,1,3,Normal Sale,No,21-05-1985,Others,ELO,No Access,RL,2.7,3.2,4,3.29,193768,81979,7452620
P02554,Anna Nagar,1685,12-09-2011,108,1,1,4,Normal Sale,Yes,22-09-1970,Commercial,ELO,No Access,RL,3.2,3.6,2.7,3.1,504544,205555,18686820
P01844,Velachery,1784,29-01-2012,151,2,1,4,AdjLand,Yes,06-02-1978,Others,NoSeWa,Paved,C,2.4,4.8,2.2,3.42,380238,175494,9749680
P07341,Anna Nagar,1602,15-12-2008,13,1,1,4,AbNormal,No,23-12-1977,Commercial,AllPub,Paved,RH,4.1,3.3,4.3,3.98,473208,332998,17526220
P03574,T Nagar,1665,25-02-2011,9,1,1,4,Family,No,01-03-1995,Others,ELO,No Access,RL,3.6,4.5,4.3,4.14,349266,228830,12043670
P07862,KK Nagar,1932,10-07-2008,126,3,2,5,AdjLand,Yes,13-07-1996,Others,NoSeWa,Gravel,RH,4.8,2.1,4.6,3.91,426380,170552,12182280
P03001,Adyar,801,16-06-2011,194,1,1,3,Normal Sale,No,21-06-1991,Commercial,NoSeWa,No Access,C,4.4,4.6,3.2,3.84,287086,50662,8443700
P00048,Anna Nagar,1705,18-01-2015,5,1,1,4,AdjLand,No,21-01-2003,Commercial,ELO,No Access,RM,4.4,3.5,3.8,3.935,759022,291931,19462090
P01965,Adyar,845,07-01-2012,193,1,1,3,AdjLand,No,11-01-1995,House,NoSeWa,Gravel,RH,4.3,3.5,2.8,3.39,260987,73403,8155855
P07451,T Nagar,1943,05-11-2008,72,2,1,5,Normal Sale,No,08-11-1999,House,NoSewr ,No Access,RM,4.2,2,4.8,3.92,415678,147499,13408980
P06138,Karapakkam,1262,14-10-2009,89,1,1,3,AdjLand,Yes,19-10-1991,Others,AllPub,Paved,I,4.9,4.4,3.9,4.35,361273,82108,8210750
P06583,T Nagar,1881,20-07-2009,131,2,1,5,AbNormal,No,29-07-1974,House,NoSewr ,Paved,RM,4.3,3,3.6,3.66,475074,211144,13196500
P08085,Velachery,1611,01-05-2008,115,2,1,4,Normal Sale,Yes,04-05-1996,House,NoSeWa,No Access,RL,2.7,2.1,3.8,2.76,304891,95278,9527840
P01670,Velachery,1969,28-02-2012,93,3,2,5,AbNormal,No,06-03-1987,Others,AllPub,Gravel,I,2.5,4.6,4,3.90,416598,160230,10682000
P00692,Chrompet,878,12-10-2013,65,1,1,3,Partial,No,20-10-1982,House,AllPub,No Access,RM,4.8,2.2,3.6,3.4,206042,29435,7358650
P07865,Chrompet,1037,09-07-2008,30,1,1,3,AdjLand,No,15-07-1985,Others,NoSewr ,No Access,RL,4.8,3.4,4.9,4.27,276132,138066,8629140
